legacy_agora_id,legacy_name,legacy_family,status,score,method,winerim_agora_id,winerim_product_name,winerim_family,duplicates
238,SO,VI BLANC,NO_MATCH,0,,,,,0
237,VALENT,VI BLANC,NO_MATCH,0,,,,,0
240,VOL D'ANIMA RAIMAT,VI BLANC,NO_MATCH,0,,,,,0
227,WALFRAUD,VI BLANC,NO_MATCH,0,,,,,0
213,BARBARA FORES ROSAT,VI ROSAT,MATCH,100,EXACT,764600,B Bàrbara Forés Rosat,ROSADOS WINERIM,0
209,ENATE ROSAT,VI ROSAT,NO_MATCH,67,FUZZY,764603,B La Rosa,ROSADOS WINERIM,0
208,GRAN CAUS ROSAT,VI ROSAT,MATCH,92,CONTAINS,763641,B Gran Caus,TINTOS WINERIM,0
215,LA ROSA,VI ROSAT,MATCH,100,EXACT,764603,B La Rosa,ROSADOS WINERIM,0
211,MAS COMTAL ROSAT,VI ROSAT,MATCH,92,CONTAINS,764598,B Mas Comtal Rosat de Llàgrima,ROSADOS WINERIM,0
214,PARVUS CABERNET ROSE,VI ROSAT,NO_MATCH,0,,,,,0
212,PORTELL,VI ROSAT,MATCH,92,CONTAINS,764599,B Portell Rosat Trepat,ROSADOS WINERIM,0
210,POSIDONIA,VI ROSAT,NO_MATCH,0,,,,,0
216,SINDICAT FIGUERA ROSAT,VI ROSAT,MATCH,94,FUZZY,765229,B Sindicat la Figuera Rosat,ROSADOS WINERIM,0
205,CANEPA,XILE,NO_MATCH,0,,,,,0
206,MANSO DE VELASCO,XILE,NO_MATCH,60,FUZZY,765206,B Notes De Blanc,BLANCOS WINERIM,0
