provider_product_id,provider_product_name,family_name,family_visible,saleable_as_main,match_status,winerim_id,winerim_name,score,method,reasons
817,C. TRIGA BLANCO,VINOS POR COPAS,False,True,NO_MATCH,272903,Triga,50.0,FUZZY,token_similarity
829,B. ALBARIÑO KOMOKABRAS AMARILLO,VINOS,False,True,NO_MATCH,,,0,,
832,C. SEXTO ELEMENTO,VINOS POR COPAS,False,True,NO_MATCH,277238,6º Elemento,50.0,FUZZY,token_similarity
835,B. HUNTERS SAUVIGNON BLANC,VINOS,False,True,NO_MATCH,272878,Lawson's Dry Hills Sauvignon Blanc,33.3,FUZZY,token_similarity
836,B. LE BRANCH,VINOS,False,True,MATCH,272879,Le Branch,100.0,FUZZY,token_similarity
844,B. DOMINIO DEL BENDITO LAS SABIAS,VINOS,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,11.1,FUZZY,token_similarity
845,B. PX SOLERA 1981 (50cl),VINOS,False,True,NO_MATCH,277114,PX Lorente & Barba,16.7,FUZZY,token_similarity
848,C. DOMINIO DEL BENDITO LAS SABIAS,VINOS POR COPAS,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,11.1,FUZZY,token_similarity
849,C. HUNTERS SAUVIGNON BLANC,VINOS POR COPAS,False,True,NO_MATCH,272878,Lawson's Dry Hills Sauvignon Blanc,33.3,FUZZY,token_similarity
867,B. CORAZ,VINOS,False,True,NO_MATCH,,,0,,
868,C. CORAZ,VINOS POR COPAS,False,True,NO_MATCH,,,0,,
877,B. FINCA MARTELO,VINOS,False,True,NO_MATCH,277100,Finca Martelo Reserva,66.7,FUZZY,token_similarity
878,B. LUIS XIV FONDILLON DE 25 AÑOS ( 50 cl ),VINOS,False,True,NO_MATCH,277148,Luis XIV Ánforas,22.2,FUZZY,token_similarity
890,B. LUIS XIV ORANGE,VINOS,False,True,NO_MATCH,277148,Luis XIV Ánforas,50.0,FUZZY,token_similarity
891,B. VOLVER CUVEE OLD VINES,VINOS,False,True,NO_MATCH,272904,Volver Cuvée Rafael Cañizares,33.3,FUZZY,token_similarity
892,C. MUSIC DULCE BLANCO,VINOS POR COPAS,False,True,NO_MATCH,272900,Tintoralba Dulce,25.0,FUZZY,token_similarity
893,C. VOLVER CUVEE OLD VINES,VINOS POR COPAS,False,True,NO_MATCH,272904,Volver Cuvée Rafael Cañizares,33.3,FUZZY,token_similarity
896,Jarra pequeña Sake del mes,SAKE BAR,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,11.1,FUZZY,token_similarity
897,C. PALLISER ESTATE CHARDONNAY,VINOS POR COPAS,False,True,NO_MATCH,275753,Château Cristi Chardonnay,20.0,FUZZY,token_similarity
906,B. SARMENTERO 18 MESES,VINOS,False,True,NO_MATCH,272892,Sarmentero Gran Reserva 26 Meses,33.3,FUZZY,token_similarity
907,C. SARMENTERO 18 MESES,VINOS POR COPAS,False,True,NO_MATCH,272892,Sarmentero Gran Reserva 26 Meses,33.3,FUZZY,token_similarity
909,C. GARNACHA TINTORERA,VINOS POR COPAS,False,True,NO_MATCH,,,0,,
910,Jarra pequeña Sake premium del mes,SAKE BAR,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,10.0,FUZZY,token_similarity
912,La estrecha,VINOS POR COPAS,False,False,NO_MATCH,272883,Majuelo del Chiviritero La Seca,16.7,FUZZY,token_similarity
916,Pacharán Baines,COPAS,False,True,NO_MATCH,,,0,,
922,1/3 planeta,VINOS POR COPAS,False,False,NO_MATCH,,,0,,
923,B. MERIDIANO PERDIDO,VINOS,False,True,MATCH,277139,Meridiano Perdido,100.0,FUZZY,token_similarity
924,B. TOMAS POSTIGO 3er año,VINOS,False,True,NO_MATCH,,,0,,
925,C. MERIDIANO PERDIDO,VINOS POR COPAS,False,True,MATCH,277139,Meridiano Perdido,100.0,FUZZY,token_similarity
926,C. TRIGA,VINOS POR COPAS,False,True,MATCH,272903,Triga,100.0,FUZZY,token_similarity
930,Jarra grande Sake del mes,SAKE BAR,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,11.1,FUZZY,token_similarity
934,C. QUINTA DE PANCAS CHARDONNAY RESERVA,VINOS POR COPAS,False,True,NO_MATCH,272857,Rosat de Mestres Brut Nature Gran Reserva,20.0,FUZZY,token_similarity
942,1/2 Planeta Chardonnay,VINOS POR COPAS,False,False,NO_MATCH,275753,Château Cristi Chardonnay,25.0,FUZZY,token_similarity
943,B. TRIGA,VINOS,False,True,MATCH,272903,Triga,100.0,FUZZY,token_similarity
947,C. MATAS ALTAS,VINOS POR COPAS,False,True,NO_MATCH,,,0,,
951,Jarra grande Sake premium del mes,SAKE BAR,False,True,NO_MATCH,272883,Majuelo del Chiviritero La Seca,10.0,FUZZY,token_similarity
952,C. LA CHABLISIENNE PREMIER CRU VAULORENT,VINOS POR COPAS,False,True,NO_MATCH,277151,Chablis 1er Cru 'Vaulorent',28.6,FUZZY,token_similarity
959,C. 1/2 GEWURZTRAMINER,VINOS POR COPAS,False,True,NO_MATCH,277154,Lawson's Dry Hills Gewürztraminer,25.0,FUZZY,token_similarity
960,B. MUSIC DULCE BLANCO,VINOS,False,True,NO_MATCH,272900,Tintoralba Dulce,25.0,FUZZY,token_similarity
962,C. CAÑADA PARIS,VINOS POR COPAS,False,True,NO_MATCH,,,0,,
963,C. Planeta Chardonnay,VINOS POR COPAS,False,True,NO_MATCH,275753,Château Cristi Chardonnay,25.0,FUZZY,token_similarity
965,Chupito Sake,SAKE BAR,False,True,NO_MATCH,,,0,,
966,Chupito Sake Premium,SAKE BAR,False,True,NO_MATCH,,,0,,
970,B. MALAGOUSIA,VINOS,False,True,MATCH,277153,Malagousia,100.0,FUZZY,token_similarity
974,1/4 Chablis Vaulorent,VINOS POR COPAS,False,False,NO_MATCH,277151,Chablis 1er Cru 'Vaulorent',50.0,FUZZY,token_similarity
976,B. LIENZO CHARDONNAY,VINOS,False,True,NO_MATCH,277234,Lienzo Chardonnay Fermentado en Barrica,40.0,FUZZY,token_similarity
977,Bayleis,COPAS,False,True,NO_MATCH,,,0,,
978,botella tsuchida 99,SAKE BAR,False,True,NO_MATCH,,,0,,
979,C. Nivarius,VINOS POR COPAS,False,False,NO_MATCH,,,0,,
980,C. PAUL CLUVER RIESLING,VINOS POR COPAS,False,True,MATCH,272886,Paul Cluver Riesling,100.0,FUZZY,token_similarity
984,B. PALLISER STATE,VINOS,False,True,NO_MATCH,,,0,,
